"","vote_2019","gender","edu","age","province","dummy_vote"
"5677","Liberal Party","Female","Graduated college","60 plus","ON",1
"5678","Conservative Party","Female","Didn't graduate college","30 to 44","SK",0
"5679","Conservative Party","Female","Graduated high school","18 to 29","QC",0
"5680","Liberal Party","Female","Didn't graduate college","18 to 29","QC",1
"5681","Conservative Party","Female","Graduated high school","45 to 59","AB",0
"5682","Liberal Party","Male","Graduated college","30 to 44","MB",1
"5683","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"5684","Liberal Party","Male","Graduated college","18 to 29","QC",1
"5685","Liberal Party","Male","Graduated college","18 to 29","ON",1
"5686","Liberal Party","Female","Graduated high school","60 plus","QC",1
"5687","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"5688","Liberal Party","Male","Graduated high school","45 to 59","QC",1
"5689","Liberal Party","Female","Graduated college","60 plus","ON",1
"5690","Conservative Party","Male","Graduated high school","60 plus","NB",0
"5691","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"5692","Conservative Party","Male","Graduated college","45 to 59","AB",0
"5693","Conservative Party","Male","Graduated college","30 to 44","AB",0
"5694","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"5695","Liberal Party","Female","Graduated college","30 to 44","QC",1
"5696","Liberal Party","Male","Didn't graduate college","30 to 44","QC",1
"5697","Conservative Party","Female","Didn't graduate college","30 to 44","QC",0
"5698","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5699","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5700","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"5701","Liberal Party","Male","Didn't graduate college","45 to 59","NL",1
"5702","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"5703","Conservative Party","Female","Didn't graduate high school","60 plus","ON",0
"5704","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"5705","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5706","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"5707","Liberal Party","Female","Graduated college","60 plus","ON",1
"5708","Conservative Party","Female","Graduated high school","18 to 29","AB",0
"5709","Conservative Party","Male","Didn't graduate high school","60 plus","QC",0
"5710","Conservative Party","Female","Didn't graduate high school","60 plus","AB",0
"5711","Conservative Party","Male","Didn't graduate high school","45 to 59","QC",0
"5712","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"5713","Conservative Party","Male","Graduated college","60 plus","ON",0
"5714","Conservative Party","Female","Didn't graduate high school","18 to 29","AB",0
"5715","Liberal Party","Male","Graduated high school","45 to 59","ON",1
"5716","Liberal Party","Male","Graduated college","30 to 44","QC",1
"5717","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5718","Conservative Party","Female","Graduated college","45 to 59","SK",0
"5719","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5720","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5721","Conservative Party","Male","Graduated college","18 to 29","ON",0
"5722","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5723","Liberal Party","Male","Didn't graduate college","45 to 59","NB",1
"5724","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5725","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"5726","Conservative Party","Female","Graduated high school","60 plus","ON",0
"5727","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5728","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5729","Liberal Party","Male","Graduated high school","18 to 29","AB",1
"5730","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"5731","Conservative Party","Male","Graduated high school","30 to 44","AB",0
"5732","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5733","Conservative Party","Male","Graduated high school","45 to 59","SK",0
"5734","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"5735","Liberal Party","Female","Graduated college","45 to 59","QC",1
"5736","Liberal Party","Female","Graduated college","45 to 59","NS",1
"5737","Conservative Party","Male","Didn't graduate college","18 to 29","QC",0
"5738","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"5739","Conservative Party","Male","Graduated college","60 plus","ON",0
"5740","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"5741","Conservative Party","Male","Graduated high school","45 to 59","MB",0
"5742","Liberal Party","Female","Didn't graduate high school","30 to 44","QC",1
"5743","Liberal Party","Male","Didn't graduate college","45 to 59","QC",1
"5744","Liberal Party","Female","Graduated college","60 plus","NB",1
"5745","Conservative Party","Male","Graduated high school","60 plus","ON",0
"5746","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5747","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5748","Conservative Party","Female","Didn't graduate college","60 plus","SK",0
"5749","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"5750","Liberal Party","Female","Graduated high school","60 plus","NL",1
"5751","Conservative Party","Female","Didn't graduate college","45 to 59","QC",0
"5752","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"5753","Conservative Party","Male","Didn't graduate college","45 to 59","QC",0
"5754","Liberal Party","Male","Graduated college","45 to 59","ON",1
"5755","Conservative Party","Female","Graduated high school","45 to 59","SK",0
"5756","Liberal Party","Male","Graduated college","18 to 29","ON",1
"5757","Conservative Party","Female","Graduated college","60 plus","ON",0
"5758","Liberal Party","Male","Graduated college","60 plus","ON",1
"5759","Conservative Party","Female","Graduated college","60 plus","ON",0
"5760","Liberal Party","Female","Didn't graduate college","30 to 44","NB",1
"5761","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"5762","Conservative Party","Male","Graduated college","60 plus","BC",0
"5763","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5764","Conservative Party","Male","Graduated high school","60 plus","MB",0
"5765","Conservative Party","Male","Didn't graduate college","30 to 44","BC",0
"5766","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5767","Conservative Party","Male","Graduated college","45 to 59","MB",0
"5768","Liberal Party","Female","Didn't graduate college","60 plus","AB",1
"5769","Liberal Party","Male","Graduated college","45 to 59","ON",1
"5770","Liberal Party","Female","Graduated high school","45 to 59","QC",1
"5771","Liberal Party","Male","Graduated college","45 to 59","ON",1
"5772","Conservative Party","Male","Didn't graduate college","60 plus","SK",0
"5773","Conservative Party","Male","Graduated college","45 to 59","QC",0
"5774","Liberal Party","Female","Graduated college","45 to 59","QC",1
"5775","Liberal Party","Male","Didn't graduate college","30 to 44","ON",1
"5776","Liberal Party","Female","Didn't graduate college","45 to 59","MB",1
"5777","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5778","Liberal Party","Male","Graduated college","45 to 59","NB",1
"5779","Conservative Party","Male","Graduated high school","45 to 59","QC",0
"5780","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5781","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5782","Liberal Party","Female","Didn't graduate college","18 to 29","ON",1
"5783","Conservative Party","Female","Didn't graduate college","30 to 44","MB",0
"5784","Conservative Party","Male","Graduated college","60 plus","ON",0
"5785","Conservative Party","Female","Graduated college","18 to 29","AB",0
"5786","Liberal Party","Female","Graduated high school","45 to 59","QC",1
"5787","Liberal Party","Female","Graduated college","60 plus","ON",1
"5788","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"5789","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5790","Conservative Party","Male","Graduated college","60 plus","MB",0
"5791","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5792","Liberal Party","Male","Graduated college","30 to 44","AB",1
"5793","Conservative Party","Female","Graduated college","30 to 44","AB",0
"5794","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"5795","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5796","Conservative Party","Male","Graduated high school","60 plus","ON",0
"5797","Liberal Party","Female","Graduated college","45 to 59","BC",1
"5798","Conservative Party","Female","Graduated high school","60 plus","ON",0
"5799","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5800","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"5801","Conservative Party","Female","Graduated college","60 plus","AB",0
"5802","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"5803","Liberal Party","Female","Didn't graduate college","60 plus","NB",1
"5804","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5805","Conservative Party","Female","Graduated college","60 plus","BC",0
"5806","Conservative Party","Male","Graduated college","60 plus","AB",0
"5807","Conservative Party","Male","Didn't graduate college","60 plus","SK",0
"5808","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5809","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"5810","Conservative Party","Female","Graduated college","18 to 29","ON",0
"5811","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5812","Conservative Party","Male","Graduated college","60 plus","QC",0
"5813","Conservative Party","Male","Didn't graduate high school","45 to 59","AB",0
"5814","Conservative Party","Male","Didn't graduate college","45 to 59","NB",0
"5815","Conservative Party","Male","Graduated high school","18 to 29","NS",0
"5816","Liberal Party","Female","Graduated high school","60 plus","ON",1
"5817","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5818","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"5819","Conservative Party","Male","Graduated high school","60 plus","ON",0
"5820","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"5821","Liberal Party","Male","Didn't graduate college","30 to 44","MB",1
"5822","Conservative Party","Female","Didn't graduate college","30 to 44","QC",0
"5823","Conservative Party","Female","Graduated high school","18 to 29","NB",0
"5824","Liberal Party","Male","Graduated college","30 to 44","QC",1
"5825","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5826","Liberal Party","Male","Didn't graduate college","60 plus","QC",1
"5827","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"5828","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5829","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"5830","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"5831","Conservative Party","Female","Graduated college","60 plus","ON",0
"5832","Conservative Party","Male","Graduated college","60 plus","ON",0
"5833","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5834","Liberal Party","Female","Graduated college","18 to 29","ON",1
"5835","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"5836","Conservative Party","Female","Graduated college","45 to 59","SK",0
"5837","Conservative Party","Male","Graduated college","30 to 44","AB",0
"5838","Conservative Party","Male","Graduated college","45 to 59","ON",0
