"","vote_2019","gender","edu","age","province","dummy_vote"
"5497","Conservative Party","Female","Graduated college","60 plus","AB",0
"5498","Conservative Party","Male","Graduated high school","60 plus","ON",0
"5499","Conservative Party","Male","Didn't graduate high school","60 plus","BC",0
"5500","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5501","Conservative Party","Male","Graduated college","30 to 44","SK",0
"5502","Conservative Party","Male","Graduated college","30 to 44","QC",0
"5503","Conservative Party","Female","Graduated college","60 plus","SK",0
"5504","Liberal Party","Female","Graduated high school","30 to 44","ON",1
"5505","Liberal Party","Male","Graduated college","18 to 29","BC",1
"5506","Conservative Party","Male","Graduated high school","60 plus","QC",0
"5507","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"5508","Conservative Party","Male","Graduated high school","60 plus","ON",0
"5509","Conservative Party","Female","Didn't graduate high school","60 plus","ON",0
"5510","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"5511","Conservative Party","Female","Didn't graduate college","18 to 29","MB",0
"5512","Liberal Party","Male","Graduated high school","60 plus","QC",1
"5513","Conservative Party","Female","Graduated college","30 to 44","AB",0
"5514","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5515","Liberal Party","Male","Graduated college","18 to 29","QC",1
"5516","Liberal Party","Female","Graduated high school","30 to 44","AB",1
"5517","Conservative Party","Female","Didn't graduate college","60 plus","BC",0
"5518","Conservative Party","Male","Graduated college","60 plus","AB",0
"5519","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"5520","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"5521","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"5522","Liberal Party","Female","Graduated college","30 to 44","QC",1
"5523","Liberal Party","Female","Graduated college","45 to 59","ON",1
"5524","Liberal Party","Male","Graduated college","60 plus","ON",1
"5525","Conservative Party","Female","Didn't graduate high school","30 to 44","MB",0
"5526","Liberal Party","Male","Graduated college","30 to 44","AB",1
"5527","Liberal Party","Male","Graduated college","60 plus","BC",1
"5528","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"5529","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5530","Liberal Party","Male","Graduated college","60 plus","BC",1
"5531","Liberal Party","Male","Graduated college","45 to 59","ON",1
"5532","Conservative Party","Female","Graduated college","18 to 29","ON",0
"5533","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5534","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5535","Conservative Party","Female","Didn't graduate college","30 to 44","SK",0
"5536","Liberal Party","Male","Didn't graduate high school","30 to 44","QC",1
"5537","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5538","Liberal Party","Male","Graduated college","60 plus","ON",1
"5539","Liberal Party","Male","Graduated high school","18 to 29","QC",1
"5540","Liberal Party","Male","Graduated high school","60 plus","QC",1
"5541","Liberal Party","Female","Graduated college","30 to 44","QC",1
"5542","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5543","Liberal Party","Male","Graduated college","30 to 44","BC",1
"5544","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"5545","Conservative Party","Female","Graduated college","60 plus","ON",0
"5546","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"5547","Liberal Party","Female","Graduated college","30 to 44","ON",1
"5548","Liberal Party","Male","Graduated college","45 to 59","ON",1
"5549","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5550","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5551","Liberal Party","Male","Didn't graduate college","60 plus","BC",1
"5552","Conservative Party","Female","Graduated college","30 to 44","BC",0
"5553","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"5554","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5555","Liberal Party","Female","Graduated college","60 plus","ON",1
"5556","Liberal Party","Male","Didn't graduate college","45 to 59","QC",1
"5557","Conservative Party","Male","Graduated college","60 plus","BC",0
"5558","Liberal Party","Female","Didn't graduate high school","18 to 29","AB",1
"5559","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5560","Conservative Party","Male","Didn't graduate college","30 to 44","AB",0
"5561","Conservative Party","Male","Graduated high school","30 to 44","MB",0
"5562","Conservative Party","Female","Didn't graduate high school","60 plus","ON",0
"5563","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"5564","Conservative Party","Female","Didn't graduate college","60 plus","BC",0
"5565","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5566","Liberal Party","Female","Graduated college","60 plus","ON",1
"5567","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"5568","Liberal Party","Male","Graduated high school","60 plus","ON",1
"5569","Conservative Party","Female","Didn't graduate college","45 to 59","SK",0
"5570","Liberal Party","Male","Graduated college","60 plus","QC",1
"5571","Liberal Party","Male","Didn't graduate high school","45 to 59","BC",1
"5572","Conservative Party","Male","Graduated college","60 plus","AB",0
"5573","Liberal Party","Female","Graduated college","60 plus","ON",1
"5574","Conservative Party","Male","Graduated college","60 plus","AB",0
"5575","Liberal Party","Male","Graduated college","45 to 59","BC",1
"5576","Liberal Party","Male","Graduated college","60 plus","BC",1
"5577","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5578","Liberal Party","Female","Graduated high school","60 plus","ON",1
"5579","Conservative Party","Male","Graduated college","60 plus","AB",0
"5580","Conservative Party","Male","Didn't graduate college","45 to 59","NB",0
"5581","Conservative Party","Female","Graduated college","60 plus","ON",0
"5582","Liberal Party","Female","Graduated college","60 plus","ON",1
"5583","Conservative Party","Female","Didn't graduate college","18 to 29","AB",0
"5584","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"5585","Liberal Party","Male","Graduated college","18 to 29","ON",1
"5586","Liberal Party","Male","Graduated college","60 plus","ON",1
"5587","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5588","Conservative Party","Male","Graduated college","30 to 44","ON",0
"5589","Conservative Party","Female","Didn't graduate college","60 plus","AB",0
"5590","Conservative Party","Male","Graduated college","45 to 59","BC",0
"5591","Liberal Party","Male","Graduated college","60 plus","ON",1
"5592","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5593","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"5594","Liberal Party","Female","Graduated college","60 plus","ON",1
"5595","Conservative Party","Female","Graduated college","60 plus","AB",0
"5596","Conservative Party","Female","Graduated college","60 plus","AB",0
"5597","Liberal Party","Female","Graduated college","30 to 44","QC",1
"5598","Conservative Party","Male","Didn't graduate college","30 to 44","QC",0
"5599","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"5600","Conservative Party","Female","Graduated high school","18 to 29","NS",0
"5601","Liberal Party","Female","Didn't graduate high school","18 to 29","ON",1
"5602","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"5603","Conservative Party","Male","Graduated college","60 plus","BC",0
"5604","Liberal Party","Male","Graduated college","45 to 59","ON",1
"5605","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5606","Conservative Party","Female","Graduated college","45 to 59","AB",0
"5607","Conservative Party","Male","Graduated college","60 plus","AB",0
"5608","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"5609","Liberal Party","Male","Graduated college","30 to 44","ON",1
"5610","Conservative Party","Male","Didn't graduate college","18 to 29","QC",0
"5611","Liberal Party","Male","Graduated college","18 to 29","NS",1
"5612","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5613","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"5614","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5615","Conservative Party","Female","Graduated high school","60 plus","BC",0
"5616","Liberal Party","Female","Graduated college","45 to 59","AB",1
"5617","Conservative Party","Male","Didn't graduate high school","30 to 44","AB",0
"5618","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"5619","Liberal Party","Female","Graduated college","30 to 44","AB",1
"5620","Liberal Party","Female","Didn't graduate college","30 to 44","BC",1
"5621","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"5622","Liberal Party","Female","Graduated high school","45 to 59","QC",1
"5623","Conservative Party","Female","Graduated college","30 to 44","ON",0
"5624","Liberal Party","Male","Graduated college","60 plus","ON",1
"5625","Liberal Party","Female","Graduated college","60 plus","ON",1
"5626","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"5627","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"5628","Liberal Party","Female","Graduated college","60 plus","ON",1
"5629","Conservative Party","Female","Graduated high school","45 to 59","ON",0
"5630","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"5631","Conservative Party","Female","Didn't graduate college","45 to 59","NL",0
"5632","Conservative Party","Female","Graduated high school","60 plus","NS",0
"5633","Liberal Party","Male","Graduated college","18 to 29","AB",1
"5634","Conservative Party","Male","Graduated college","30 to 44","AB",0
"5635","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5636","Conservative Party","Female","Didn't graduate college","30 to 44","SK",0
"5637","Liberal Party","Male","Graduated college","60 plus","ON",1
"5638","Liberal Party","Male","Didn't graduate college","60 plus","QC",1
"5639","Liberal Party","Male","Graduated college","60 plus","NL",1
"5640","Conservative Party","Male","Didn't graduate high school","60 plus","SK",0
"5641","Conservative Party","Female","Graduated college","45 to 59","ON",0
"5642","Conservative Party","Female","Graduated high school","30 to 44","QC",0
"5643","Liberal Party","Female","Graduated college","45 to 59","NL",1
"5644","Liberal Party","Male","Graduated college","45 to 59","QC",1
"5645","Conservative Party","Male","Graduated college","45 to 59","ON",0
"5646","Liberal Party","Male","Graduated college","60 plus","QC",1
"5647","Conservative Party","Female","Graduated high school","18 to 29","BC",0
"5648","Conservative Party","Female","Graduated college","45 to 59","MB",0
"5649","Conservative Party","Female","Didn't graduate college","30 to 44","MB",0
"5650","Liberal Party","Female","Didn't graduate high school","60 plus","ON",1
"5651","Conservative Party","Female","Didn't graduate high school","18 to 29","QC",0
"5652","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"5653","Liberal Party","Male","Graduated high school","45 to 59","QC",1
"5654","Conservative Party","Female","Graduated high school","60 plus","NS",0
"5655","Liberal Party","Male","Didn't graduate college","18 to 29","QC",1
"5656","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"5657","Liberal Party","Male","Graduated college","60 plus","QC",1
"5658","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
